21/10/29 01:28:13 INFO client.AHSProxy: Connecting to Application History server at manager.cuhk.com/10.26.10.201:10200
21/10/29 01:28:13 INFO hdfs.DFSClient: Created token for team12: HDFS_DELEGATION_TOKEN owner=team12@BIGDATA, renewer=yarn, realUser=, issueDate=1635442387202, maxDate=1636047187202, sequenceNumber=5120479, masterKeyId=654 on ha-hdfs:cuhkcluster
21/10/29 01:28:13 INFO kms.KMSClientProvider: Getting new token from http://manager.cuhk.com:9292/kms/v1/, renewer:rm/master1.cuhk.com@BIGDATA
21/10/29 01:28:13 INFO kms.KMSClientProvider: New token received: (Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team12, renewer=yarn, realUser=, issueDate=1635442387321, maxDate=1636047187321, sequenceNumber=16644, masterKeyId=265))
21/10/29 01:28:13 INFO security.TokenCache: Got dt for hdfs://cuhkcluster; Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team12: HDFS_DELEGATION_TOKEN owner=team12@BIGDATA, renewer=yarn, realUser=, issueDate=1635442387202, maxDate=1636047187202, sequenceNumber=5120479, masterKeyId=654)
21/10/29 01:28:13 INFO security.TokenCache: Got dt for hdfs://cuhkcluster; Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team12, renewer=yarn, realUser=, issueDate=1635442387321, maxDate=1636047187321, sequenceNumber=16644, masterKeyId=265)
21/10/29 01:28:14 INFO mapreduce.JobResourceUploader: Disabling Erasure Coding for path: /user/team12/.staging/job_1633939588974_15587
21/10/29 01:28:14 INFO input.FileInputFormat: Total input files to process : 3
21/10/29 01:28:14 INFO mapreduce.JobSubmitter: number of splits:183
21/10/29 01:28:14 INFO mapreduce.JobSubmitter: Submitting tokens for job: job_1633939588974_15587
21/10/29 01:28:14 INFO mapreduce.JobSubmitter: Executing with tokens: [Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team12: HDFS_DELEGATION_TOKEN owner=team12@BIGDATA, renewer=yarn, realUser=, issueDate=1635442387202, maxDate=1636047187202, sequenceNumber=5120479, masterKeyId=654), Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team12, renewer=yarn, realUser=, issueDate=1635442387321, maxDate=1636047187321, sequenceNumber=16644, masterKeyId=265)]
21/10/29 01:28:14 INFO conf.Configuration: found resource resource-types.xml at file:/usr/hdp/3.0.1.0-187/hadoop/etc/hadoop/resource-types.xml
21/10/29 01:28:14 INFO impl.TimelineClientImpl: Timeline service address: manager.cuhk.com:8188
21/10/29 01:28:15 INFO impl.YarnClientImpl: Submitted application application_1633939588974_15587
21/10/29 01:28:15 INFO mapreduce.Job: The url to track the job: http://master1.cuhk.com:8088/proxy/application_1633939588974_15587/
21/10/29 01:28:15 INFO mapreduce.Job: Running job: job_1633939588974_15587
21/10/29 01:28:23 INFO mapreduce.Job: Job job_1633939588974_15587 running in uber mode : false
21/10/29 01:28:23 INFO mapreduce.Job:  map 0% reduce 0%
21/10/29 01:38:12 INFO mapreduce.Job:  map 100% reduce 100%
21/10/29 01:38:12 INFO mapreduce.Job: Job job_1633939588974_15587 completed successfully
21/10/29 01:38:12 INFO mapreduce.Job: Counters: 53
	File System Counters
		FILE: Number of bytes read=3047871
		FILE: Number of bytes written=51765126
		FILE: Number of read operations=0
		FILE: Number of large read operations=0
		FILE: Number of write operations=0
		HDFS: Number of bytes read=24446301713
		HDFS: Number of bytes written=22740
		HDFS: Number of read operations=737
		HDFS: Number of large read operations=0
		HDFS: Number of write operations=2
	Job Counters
		Launched map tasks=183
		Launched reduce tasks=1
		Data-local map tasks=183
		Total time spent by all maps in occupied slots (ms)=20568945
		Total time spent by all reduces in occupied slots (ms)=2940888
		Total time spent by all map tasks (ms)=6856315
		Total time spent by all reduce tasks (ms)=490148
		Total vcore-milliseconds taken by all map tasks=6856315
		Total vcore-milliseconds taken by all reduce tasks=490148
		Total megabyte-milliseconds taken by all map tasks=21062599680
		Total megabyte-milliseconds taken by all reduce tasks=3011469312
	Map-Reduce Framework
		Map input records=36630980
		Map output records=1996068082
		Map output bytes=29252275981
		Map output materialized bytes=3048963
		Input split bytes=25071
		Combine input records=1996068082
		Combine output records=183000
		Reduce input groups=1000
		Reduce shuffle bytes=3048963
		Reduce input records=183000
		Reduce output records=1000
		Spilled Records=366000
		Shuffled Maps =183
		Failed Shuffles=0
		Merged Map outputs=183
		GC time elapsed (ms)=211158
		CPU time spent (ms)=8073870
		Physical memory (bytes) snapshot=420632522752
		Virtual memory (bytes) snapshot=863892365312
		Total committed heap usage (bytes)=469759950848
		Peak Map Physical memory (bytes)=2310729728
		Peak Map Virtual memory (bytes)=4689612800
		Peak Reduce Physical memory (bytes)=493010944
		Peak Reduce Virtual memory (bytes)=7386820608
	Shuffle Errors
		BAD_ID=0
		CONNECTION=0
		IO_ERROR=0
		WRONG_LENGTH=0
		WRONG_MAP=0
		WRONG_REDUCE=0
	File Input Format Counters
		Bytes Read=24446276642
	File Output Format Counters
		Bytes Written=22740
