21/10/20 15:42:10 INFO terasort.TeraSort: starting
21/10/20 15:42:11 INFO hdfs.DFSClient: Created token for team12: HDFS_DELEGATION_TOKEN owner=team12@BIGDATA, renewer=yarn, realUser=, issueDate=1634716004405, maxDate=1635320804405, sequenceNumber=5034900, masterKeyId=645 on ha-hdfs:cuhkcluster
21/10/20 15:42:11 INFO kms.KMSClientProvider: Getting new token from http://manager.cuhk.com:9292/kms/v1/, renewer:rm/master1.cuhk.com@BIGDATA
21/10/20 15:42:11 INFO kms.KMSClientProvider: New token received: (Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team12, renewer=yarn, realUser=, issueDate=1634716004498, maxDate=1635320804498, sequenceNumber=3702, masterKeyId=256))
21/10/20 15:42:11 INFO security.TokenCache: Got dt for hdfs://cuhkcluster; Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team12: HDFS_DELEGATION_TOKEN owner=team12@BIGDATA, renewer=yarn, realUser=, issueDate=1634716004405, maxDate=1635320804405, sequenceNumber=5034900, masterKeyId=645)
21/10/20 15:42:11 INFO security.TokenCache: Got dt for hdfs://cuhkcluster; Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team12, renewer=yarn, realUser=, issueDate=1634716004498, maxDate=1635320804498, sequenceNumber=3702, masterKeyId=256)
21/10/20 15:42:11 INFO input.FileInputFormat: Total input files to process : 1
Spent 624ms computing base-splits.
Spent 3ms computing TeraScheduler splits.
Computing input splits took 628ms
Sampling 10 splits of 239
Making 3 from 100000 sampled records
Computing parititions took 438ms
Spent 1068ms computing partitions.
21/10/20 15:42:12 INFO client.AHSProxy: Connecting to Application History server at manager.cuhk.com/10.26.10.201:10200
21/10/20 15:42:12 INFO mapreduce.JobResourceUploader: Disabling Erasure Coding for path: /user/team12/.staging/job_1633939588974_2955
21/10/20 15:42:12 INFO mapreduce.JobSubmitter: number of splits:239
21/10/20 15:42:12 INFO mapreduce.JobSubmitter: Submitting tokens for job: job_1633939588974_2955
21/10/20 15:42:12 INFO mapreduce.JobSubmitter: Executing with tokens: [Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team12: HDFS_DELEGATION_TOKEN owner=team12@BIGDATA, renewer=yarn, realUser=, issueDate=1634716004405, maxDate=1635320804405, sequenceNumber=5034900, masterKeyId=645), Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team12, renewer=yarn, realUser=, issueDate=1634716004498, maxDate=1635320804498, sequenceNumber=3702, masterKeyId=256)]
21/10/20 15:42:12 INFO conf.Configuration: found resource resource-types.xml at file:/usr/hdp/3.0.1.0-187/hadoop/etc/hadoop/resource-types.xml
21/10/20 15:42:12 INFO impl.TimelineClientImpl: Timeline service address: manager.cuhk.com:8188
21/10/20 15:42:13 INFO impl.YarnClientImpl: Submitted application application_1633939588974_2955
21/10/20 15:42:13 INFO mapreduce.Job: The url to track the job: http://master1.cuhk.com:8088/proxy/application_1633939588974_2955/
21/10/20 15:42:13 INFO mapreduce.Job: Running job: job_1633939588974_2955
21/10/20 15:42:21 INFO mapreduce.Job: Job job_1633939588974_2955 running in uber mode : false
21/10/20 15:42:21 INFO mapreduce.Job:  map 0% reduce 0%
21/10/20 15:49:21 INFO mapreduce.Job:  map 100% reduce 97%
21/10/20 15:49:26 INFO mapreduce.Job:  map 100% reduce 98%
21/10/20 15:49:29 INFO mapreduce.Job:  map 100% reduce 99%
21/10/20 15:49:33 INFO mapreduce.Job:  map 100% reduce 100%
21/10/20 15:49:41 INFO mapreduce.Job: Job job_1633939588974_2955 completed successfully
21/10/20 15:49:41 INFO mapreduce.Job: Counters: 55
	File System Counters
		FILE: Number of bytes read=33280005348
		FILE: Number of bytes written=66620225225
		FILE: Number of read operations=0
		FILE: Number of large read operations=0
		FILE: Number of write operations=0
		HDFS: Number of bytes read=32000032504
		HDFS: Number of bytes written=32000000000
		HDFS: Number of read operations=732
		HDFS: Number of large read operations=0
		HDFS: Number of write operations=6
	Job Counters
		Launched map tasks=239
		Launched reduce tasks=3
		Other local map tasks=1
		Data-local map tasks=234
		Rack-local map tasks=4
		Total time spent by all maps in occupied slots (ms)=7668426
		Total time spent by all reduces in occupied slots (ms)=6289560
		Total time spent by all map tasks (ms)=2556142
		Total time spent by all reduce tasks (ms)=1048260
		Total vcore-milliseconds taken by all map tasks=2556142
		Total vcore-milliseconds taken by all reduce tasks=1048260
		Total megabyte-milliseconds taken by all map tasks=7852468224
		Total megabyte-milliseconds taken by all reduce tasks=6440509440
	Map-Reduce Framework
		Map input records=320000000
		Map output records=320000000
		Map output bytes=32640000000
		Map output materialized bytes=33280004302
		Input split bytes=32504
		Combine input records=0
		Combine output records=0
		Reduce input groups=320000000
		Reduce shuffle bytes=33280004302
		Reduce input records=320000000
		Reduce output records=320000000
		Spilled Records=640000000
		Shuffled Maps =717
		Failed Shuffles=0
		Merged Map outputs=717
		GC time elapsed (ms)=90724
		CPU time spent (ms)=3957770
		Physical memory (bytes) snapshot=534381268992
		Virtual memory (bytes) snapshot=1141191233536
		Total committed heap usage (bytes)=591208644608
		Peak Map Physical memory (bytes)=2278973440
		Peak Map Virtual memory (bytes)=4698447872
		Peak Reduce Physical memory (bytes)=5177470976
		Peak Reduce Virtual memory (bytes)=7404974080
	Shuffle Errors
		BAD_ID=0
		CONNECTION=0
		IO_ERROR=0
		WRONG_LENGTH=0
		WRONG_MAP=0
		WRONG_REDUCE=0
	File Input Format Counters
		Bytes Read=32000000000
	File Output Format Counters
		Bytes Written=32000000000
21/10/20 15:49:41 INFO terasort.TeraSort: done
