21/10/20 13:22:09 INFO terasort.TeraSort: starting
21/10/20 13:22:10 INFO hdfs.DFSClient: Created token for team12: HDFS_DELEGATION_TOKEN owner=team12@BIGDATA, renewer=yarn, realUser=, issueDate=1634707603702, maxDate=1635312403702, sequenceNumber=5033857, masterKeyId=645 on ha-hdfs:cuhkcluster
21/10/20 13:22:10 INFO kms.KMSClientProvider: Getting new token from http://manager.cuhk.com:9292/kms/v1/, renewer:rm/master1.cuhk.com@BIGDATA
21/10/20 13:22:10 INFO kms.KMSClientProvider: New token received: (Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team12, renewer=yarn, realUser=, issueDate=1634707603776, maxDate=1635312403776, sequenceNumber=3499, masterKeyId=256))
21/10/20 13:22:10 INFO security.TokenCache: Got dt for hdfs://cuhkcluster; Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team12: HDFS_DELEGATION_TOKEN owner=team12@BIGDATA, renewer=yarn, realUser=, issueDate=1634707603702, maxDate=1635312403702, sequenceNumber=5033857, masterKeyId=645)
21/10/20 13:22:10 INFO security.TokenCache: Got dt for hdfs://cuhkcluster; Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team12, renewer=yarn, realUser=, issueDate=1634707603776, maxDate=1635312403776, sequenceNumber=3499, masterKeyId=256)
21/10/20 13:22:11 INFO input.FileInputFormat: Total input files to process : 1
Spent 583ms computing base-splits.
Spent 3ms computing TeraScheduler splits.
Computing input splits took 587ms
Sampling 10 splits of 239
Making 2 from 100000 sampled records
Computing parititions took 438ms
Spent 1029ms computing partitions.
21/10/20 13:22:11 INFO client.AHSProxy: Connecting to Application History server at manager.cuhk.com/10.26.10.201:10200
21/10/20 13:22:11 INFO mapreduce.JobResourceUploader: Disabling Erasure Coding for path: /user/team12/.staging/job_1633939588974_2752
21/10/20 13:22:12 INFO mapreduce.JobSubmitter: number of splits:239
21/10/20 13:22:12 INFO mapreduce.JobSubmitter: Submitting tokens for job: job_1633939588974_2752
21/10/20 13:22:12 INFO mapreduce.JobSubmitter: Executing with tokens: [Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team12: HDFS_DELEGATION_TOKEN owner=team12@BIGDATA, renewer=yarn, realUser=, issueDate=1634707603702, maxDate=1635312403702, sequenceNumber=5033857, masterKeyId=645), Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team12, renewer=yarn, realUser=, issueDate=1634707603776, maxDate=1635312403776, sequenceNumber=3499, masterKeyId=256)]
21/10/20 13:22:12 INFO conf.Configuration: found resource resource-types.xml at file:/usr/hdp/3.0.1.0-187/hadoop/etc/hadoop/resource-types.xml
21/10/20 13:22:12 INFO impl.TimelineClientImpl: Timeline service address: manager.cuhk.com:8188
21/10/20 13:22:12 INFO impl.YarnClientImpl: Submitted application application_1633939588974_2752
21/10/20 13:22:13 INFO mapreduce.Job: The url to track the job: http://master1.cuhk.com:8088/proxy/application_1633939588974_2752/
21/10/20 13:22:13 INFO mapreduce.Job: Running job: job_1633939588974_2752
21/10/20 13:22:22 INFO mapreduce.Job: Job job_1633939588974_2752 running in uber mode : false
21/10/20 13:22:22 INFO mapreduce.Job:  map 0% reduce 0%
21/10/20 13:24:43 INFO mapreduce.Job:  map 52% reduce 17%
21/10/20 13:24:44 INFO mapreduce.Job:  map 53% reduce 17%
21/10/20 13:24:46 INFO mapreduce.Job:  map 54% reduce 17%
21/10/20 13:24:47 INFO mapreduce.Job:  map 55% reduce 17%
21/10/20 13:24:48 INFO mapreduce.Job:  map 55% reduce 18%
21/10/20 13:24:52 INFO mapreduce.Job:  map 56% reduce 18%
21/10/20 13:24:53 INFO mapreduce.Job:  map 57% reduce 18%
21/10/20 13:24:54 INFO mapreduce.Job:  map 57% reduce 19%
21/10/20 13:24:56 INFO mapreduce.Job:  map 58% reduce 19%
21/10/20 13:24:58 INFO mapreduce.Job:  map 59% reduce 19%
21/10/20 13:25:01 INFO mapreduce.Job:  map 60% reduce 20%
21/10/20 13:25:03 INFO mapreduce.Job:  map 61% reduce 20%
21/10/20 13:25:07 INFO mapreduce.Job:  map 62% reduce 20%
21/10/20 13:25:09 INFO mapreduce.Job:  map 63% reduce 21%
21/10/20 13:25:11 INFO mapreduce.Job:  map 64% reduce 21%
21/10/20 13:25:13 INFO mapreduce.Job:  map 65% reduce 21%
21/10/20 13:25:16 INFO mapreduce.Job:  map 65% reduce 22%
21/10/20 13:25:17 INFO mapreduce.Job:  map 66% reduce 22%
21/10/20 13:25:20 INFO mapreduce.Job:  map 68% reduce 22%
21/10/20 13:25:22 INFO mapreduce.Job:  map 69% reduce 22%
21/10/20 13:25:24 INFO mapreduce.Job:  map 69% reduce 23%
21/10/20 13:25:28 INFO mapreduce.Job:  map 70% reduce 23%
21/10/20 13:25:30 INFO mapreduce.Job:  map 71% reduce 23%
21/10/20 13:25:31 INFO mapreduce.Job:  map 72% reduce 23%
21/10/20 13:25:32 INFO mapreduce.Job:  map 73% reduce 23%
21/10/20 13:25:34 INFO mapreduce.Job:  map 73% reduce 24%
21/10/20 13:25:37 INFO mapreduce.Job:  map 74% reduce 24%
21/10/20 13:25:40 INFO mapreduce.Job:  map 75% reduce 24%
21/10/20 13:25:42 INFO mapreduce.Job:  map 76% reduce 24%
21/10/20 13:25:43 INFO mapreduce.Job:  map 77% reduce 25%
21/10/20 13:25:46 INFO mapreduce.Job:  map 77% reduce 26%
21/10/20 13:25:48 INFO mapreduce.Job:  map 78% reduce 26%
21/10/20 13:25:51 INFO mapreduce.Job:  map 79% reduce 26%
21/10/20 13:25:53 INFO mapreduce.Job:  map 81% reduce 26%
21/10/20 13:25:56 INFO mapreduce.Job:  map 82% reduce 27%
21/10/20 13:26:01 INFO mapreduce.Job:  map 83% reduce 27%
21/10/20 13:26:03 INFO mapreduce.Job:  map 84% reduce 27%
21/10/20 13:26:04 INFO mapreduce.Job:  map 85% reduce 28%
21/10/20 13:26:06 INFO mapreduce.Job:  map 86% reduce 28%
21/10/20 13:26:08 INFO mapreduce.Job:  map 86% reduce 29%
21/10/20 13:26:10 INFO mapreduce.Job:  map 87% reduce 29%
21/10/20 13:26:14 INFO mapreduce.Job:  map 88% reduce 29%
21/10/20 13:26:15 INFO mapreduce.Job:  map 89% reduce 29%
21/10/20 13:26:17 INFO mapreduce.Job:  map 90% reduce 29%
21/10/20 13:26:19 INFO mapreduce.Job:  map 90% reduce 30%
21/10/20 13:26:20 INFO mapreduce.Job:  map 91% reduce 30%
21/10/20 13:26:25 INFO mapreduce.Job:  map 92% reduce 30%
21/10/20 13:26:27 INFO mapreduce.Job:  map 93% reduce 30%
21/10/20 13:26:28 INFO mapreduce.Job:  map 94% reduce 31%
21/10/20 13:26:29 INFO mapreduce.Job:  map 95% reduce 31%
21/10/20 13:26:32 INFO mapreduce.Job:  map 95% reduce 32%
21/10/20 13:26:34 INFO mapreduce.Job:  map 96% reduce 32%
21/10/20 13:26:37 INFO mapreduce.Job:  map 97% reduce 32%
21/10/20 13:26:38 INFO mapreduce.Job:  map 98% reduce 32%
21/10/20 13:26:39 INFO mapreduce.Job:  map 99% reduce 32%
21/10/20 13:26:41 INFO mapreduce.Job:  map 99% reduce 33%
21/10/20 13:26:44 INFO mapreduce.Job:  map 100% reduce 33%
21/10/20 13:26:52 INFO mapreduce.Job:  map 100% reduce 35%
21/10/20 13:26:55 INFO mapreduce.Job:  map 100% reduce 50%
21/10/20 13:26:56 INFO mapreduce.Job:  map 100% reduce 67%
21/10/20 13:27:02 INFO mapreduce.Job:  map 100% reduce 68%
21/10/20 13:27:06 INFO mapreduce.Job:  map 100% reduce 69%
21/10/20 13:27:12 INFO mapreduce.Job:  map 100% reduce 70%
21/10/20 13:27:18 INFO mapreduce.Job:  map 100% reduce 71%
21/10/20 13:27:21 INFO mapreduce.Job:  map 100% reduce 72%
21/10/20 13:27:27 INFO mapreduce.Job:  map 100% reduce 73%
21/10/20 13:27:33 INFO mapreduce.Job:  map 100% reduce 74%
21/10/20 13:27:36 INFO mapreduce.Job:  map 100% reduce 75%
21/10/20 13:27:42 INFO mapreduce.Job:  map 100% reduce 76%
21/10/20 13:27:45 INFO mapreduce.Job:  map 100% reduce 77%
21/10/20 13:27:51 INFO mapreduce.Job:  map 100% reduce 78%
21/10/20 13:27:57 INFO mapreduce.Job:  map 100% reduce 79%
21/10/20 13:28:01 INFO mapreduce.Job:  map 100% reduce 80%
21/10/20 13:28:06 INFO mapreduce.Job:  map 100% reduce 81%
21/10/20 13:28:12 INFO mapreduce.Job:  map 100% reduce 82%
21/10/20 13:28:16 INFO mapreduce.Job:  map 100% reduce 83%
21/10/20 13:28:21 INFO mapreduce.Job:  map 100% reduce 84%
21/10/20 13:28:25 INFO mapreduce.Job:  map 100% reduce 85%
21/10/20 13:28:30 INFO mapreduce.Job:  map 100% reduce 86%
21/10/20 13:28:36 INFO mapreduce.Job:  map 100% reduce 87%
21/10/20 13:28:40 INFO mapreduce.Job:  map 100% reduce 88%
21/10/20 13:28:46 INFO mapreduce.Job:  map 100% reduce 89%
21/10/20 13:28:51 INFO mapreduce.Job:  map 100% reduce 90%
21/10/20 13:28:57 INFO mapreduce.Job:  map 100% reduce 91%
21/10/20 13:29:01 INFO mapreduce.Job:  map 100% reduce 92%
21/10/20 13:29:06 INFO mapreduce.Job:  map 100% reduce 93%
21/10/20 13:29:12 INFO mapreduce.Job:  map 100% reduce 94%
21/10/20 13:29:16 INFO mapreduce.Job:  map 100% reduce 95%
21/10/20 13:29:21 INFO mapreduce.Job:  map 100% reduce 96%
21/10/20 13:29:28 INFO mapreduce.Job:  map 100% reduce 97%
21/10/20 13:29:31 INFO mapreduce.Job:  map 100% reduce 98%
21/10/20 13:29:37 INFO mapreduce.Job:  map 100% reduce 99%
21/10/20 13:29:43 INFO mapreduce.Job:  map 100% reduce 100%
21/10/20 13:29:50 INFO mapreduce.Job: Job job_1633939588974_2752 completed successfully
21/10/20 13:29:50 INFO mapreduce.Job: Counters: 54
	File System Counters
		FILE: Number of bytes read=33280002725
		FILE: Number of bytes written=66619969334
		FILE: Number of read operations=0
		FILE: Number of large read operations=0
		FILE: Number of write operations=0
		HDFS: Number of bytes read=32000032504
		HDFS: Number of bytes written=32000000000
		HDFS: Number of read operations=727
		HDFS: Number of large read operations=0
		HDFS: Number of write operations=4
	Job Counters
		Launched map tasks=239
		Launched reduce tasks=2
		Other local map tasks=2
		Data-local map tasks=237
		Total time spent by all maps in occupied slots (ms)=7403457
		Total time spent by all reduces in occupied slots (ms)=4568262
		Total time spent by all map tasks (ms)=2467819
		Total time spent by all reduce tasks (ms)=761377
		Total vcore-milliseconds taken by all map tasks=2467819
		Total vcore-milliseconds taken by all reduce tasks=761377 
		Total megabyte-milliseconds taken by all map tasks=7581139968
		Total megabyte-milliseconds taken by all reduce tasks=4677900288
	Map-Reduce Framework
		Map input records=320000000
		Map output records=320000000
		Map output bytes=32640000000
		Map output materialized bytes=33280002868
		Input split bytes=32504
		Combine input records=0
		Combine output records=0
		Reduce input groups=320000000
		Reduce shuffle bytes=33280002868
		Reduce input records=320000000
		Reduce output records=320000000
		Spilled Records=640000000
		Shuffled Maps =478
		Failed Shuffles=0
		Merged Map outputs=478
		GC time elapsed (ms)=85483
		CPU time spent (ms)=4015020
		Physical memory (bytes) snapshot=532093624320
		Virtual memory (bytes) snapshot=1133947121664
		Total committed heap usage (bytes)=588843057152
		Peak Map Physical memory (bytes)=2272419840
		Peak Map Virtual memory (bytes)=4693889024
		Peak Reduce Physical memory (bytes)=5243756544
		Peak Reduce Virtual memory (bytes)=7388594176
	Shuffle Errors
		BAD_ID=0
		CONNECTION=0
		IO_ERROR=0
		WRONG_LENGTH=0
		WRONG_MAP=0
		WRONG_REDUCE=0
	File Input Format Counters
		Bytes Read=32000000000
	File Output Format Counters
		Bytes Written=32000000000
21/10/20 13:29:50 INFO terasort.TeraSort: done
